news_id,stock_id,exchange,entity_type,entity_name,stock_symbol,company_name
33485,,,STOCK_CODE,2038,,
33488,965,Bursa,COMPANY_NAME,SEAL INCORPORATED,SEAL,SEAL INCORPORATED BHD
33490,423,Bursa,COMPANY_NAME,HCK CAPITAL GROUP,HCK,HCK CAPITAL GROUP BERHAD
33495,204,Bursa,COMPANY_NAME,CITAGLOBAL,CITAGLB,CITAGLOBAL BERHAD
33500,935,Bursa,COMPANY_NAME,SAPURA ENERGY,SAPNRG,SAPURA ENERGY BERHAD
33484,601,Bursa,COMPANY_NAME,LAMBO GROUP,LAMBO,LAMBO GROUP BERHAD
33494,168,Bursa,COMPANY_NAME,CAPITAL A,CAPITALA,CAPITAL A BERHAD
33497,197,Bursa,COMPANY_NAME,CHIN HIN GROUP,CHINHIN,CHIN HIN GROUP BERHAD
33497,192,Bursa,COMPANY_NAME,CHIN HIN GROUP PROPERTY,CHGP,CHIN HIN GROUP PROPERTY BERHAD
33499,1200,Bursa,COMPANY_NAME,YENHER HOLDINGS,YENHER,YENHER HOLDINGS BERHAD
33502,168,Bursa,COMPANY_NAME,CAPITAL A,CAPITALA,CAPITAL A BERHAD
33546,,Bursa,COMPANY_NAME,YTL,,
33504,385,Bursa,COMPANY_NAME,GDEX,GDEX,GDEX BERHAD
33518,168,Bursa,COMPANY_NAME,CAPITAL A,CAPITALA,CAPITAL A BERHAD
33523,533,Bursa,COMPANY_NAME,JOHOR PLANTATIONS GROUP,JPG,JOHOR PLANTATIONS GROUP BERHAD
33523,,,STOCK_SYMBOL,JPG,,
33525,377,Bursa,COMPANY_NAME,GAMUDA,GAMUDA,GAMUDA BHD
33527,,,STOCK_SYMBOL,MAG,,
33547,989,Bursa,COMPANY_NAME,SIME DARBY PROPERTY,SIMEPROP,SIME DARBY PROPERTY BERHAD
33582,,Bursa,COMPANY_NAME,YTL,,
33582,1212,Bursa,COMPANY_NAME,YTL POWER INTERNATIONAL,YTLPOWR,YTL POWER INTERNATIONAL BHD
33498,184,Bursa,COMPANY_NAME,CENSOF HOLDINGS,CENSOF,CENSOF HOLDINGS BERHAD
33561,916,Bursa,COMPANY_NAME,RESERVOIR LINK ENERGY,RL,RESERVOIR LINK ENERGY BHD
33619,552,Bursa,COMPANY_NAME,KEYFIELD INTERNATIONAL,KEYFIELD,KEYFIELD INTERNATIONAL BERHAD
33319,,,STOCK_SYMBOL,ADB,,
33506,752,Bursa,COMPANY_NAME,NORTHEAST GROUP,NE,NORTHEAST GROUP BERHAD
33533,935,Bursa,COMPANY_NAME,SAPURA ENERGY,SAPNRG,SAPURA ENERGY BERHAD
33537,439,Bursa,COMPANY_NAME,HIAP TECK VENTURE,HIAPTEK,HIAP TECK VENTURE BHD
33575,1044,Bursa,COMPANY_NAME,SUPREME CONSOLIDATED RESOURCES,SUPREME,SUPREME CONSOLIDATED RESOURCES BERHAD
33581,,Bursa,COMPANY_NAME,YTL,,
33581,1212,Bursa,COMPANY_NAME,YTL POWER INTERNATIONAL,YTLPOWR,YTL POWER INTERNATIONAL BHD
33585,914,Bursa,COMPANY_NAME,RHONE MA HOLDINGS,RHONEMA,RHONE MA HOLDINGS BERHAD
33585,113,Bursa,COMPANY_NAME,BAHVEST RESOURCES,BAHVEST,BAHVEST RESOURCES BERHAD
33591,752,Bursa,COMPANY_NAME,NORTHEAST GROUP,NE,NORTHEAST GROUP BERHAD
33592,140,Bursa,COMPANY_NAME,BLD PLANTATION,BLDPLNT,BLD PLANTATION BHD
33592,,,COMPANY_NAME,MALAYSIAN PACIFIC INDUSTRIES,,
33596,913,Bursa,COMPANY_NAME,RHB BANK,RHBBANK,RHB BANK BERHAD
33632,651,Bursa,COMPANY_NAME,MAXIS,MAXIS,MAXIS BERHAD
33632,180,Bursa,COMPANY_NAME,CELCOMDIGI,CDB,CELCOMDIGI BERHAD
33632,,,STOCK_SYMBOL,TM,,
