news_id,stock_symbol_id,exchange,entity_type,entity_name,stock_symbol,company_name
56814,,,STOCK_SYMBOL,REIT,,
57144,1000,Bursa,COMPANY_NAME,SOLARVEST HOLDINGS,SLVEST,SOLARVEST HOLDINGS BERHAD
56804,402,Bursa,COMPANY_NAME,GO HUB CAPITAL,GOHUB,GO HUB CAPITAL BERHAD
56801,779,Bursa,COMPANY_NAME,OCEAN FRESH,OFB,OCEAN FRESH BERHAD
56801,779,Bursa,COMPANY_NAME,OCEAN FRESH,OFB,OCEAN FRESH BERHAD
56802,930,Bursa,COMPANY_NAME,SAMAIDEN GROUP,SAMAIDEN,SAMAIDEN GROUP BERHAD
56799,,,STOCK_SYMBOL,EATECH,,
57135,639,Bursa,COMPANY_NAME,MAH SING GROUP,MAHSING,MAH SING GROUP BHD
57135,1082,Bursa,COMPANY_NAME,TENAGA NASIONAL,TENAGA,TENAGA NASIONAL BHD
57140,744,Bursa,COMPANY_NAME,MYNEWS HOLDINGS,MYNEWS,MYNEWS HOLDINGS BERHAD
57139,,Bursa,COMPANY_NAME,TAFI,,
57136,33,Bursa,COMPANY_NAME,MALAYSIA AIRPORTS HOLDINGS,AIRPORT,MALAYSIA AIRPORTS HOLDINGS BHD
57132,1082,Bursa,COMPANY_NAME,TENAGA NASIONAL,TENAGA,TENAGA NASIONAL BHD
57131,587,Bursa,COMPANY_NAME,KRONOLOGI ASIA,KRONO,KRONOLOGI ASIA BERHAD
57128,1054,Bursa,COMPANY_NAME,SYSTECH,SYSTECH,SYSTECH BHD
57125,290,Bursa,COMPANY_NAME,ECONPILE HOLDINGS,ECONBHD,ECONPILE HOLDINGS BHD
57122,168,Bursa,COMPANY_NAME,CAPITAL A,CAPITALA,CAPITAL A BERHAD
57121,639,Bursa,COMPANY_NAME,MAH SING GROUP,MAHSING,MAH SING GROUP BHD
57120,33,Bursa,COMPANY_NAME,MALAYSIA AIRPORTS HOLDINGS,AIRPORT,MALAYSIA AIRPORTS HOLDINGS BHD
57118,547,Bursa,COMPANY_NAME,KENANGA INVESTMENT BANK,KENANGA,KENANGA INVESTMENT BANK BERHAD
57100,168,Bursa,COMPANY_NAME,CAPITAL A,CAPITALA,CAPITAL A BERHAD
57090,,,STOCK_SYMBOL,DNEX,,
57093,663,Bursa,COMPANY_NAME,MCLEAN TECHNOLOGIES,MCLEAN,MCLEAN TECHNOLOGIES BERHAD
57093,777,Bursa,COMPANY_NAME,OCR GROUP,OCR,OCR GROUP BERHAD
57093,,Bursa,COMPANY_NAME,TAFI,,
57091,33,Bursa,COMPANY_NAME,MALAYSIA AIRPORTS HOLDINGS,AIRPORT,MALAYSIA AIRPORTS HOLDINGS BHD
57071,101,Bursa,COMPANY_NAME,AVALAND,AVALAND,AVALAND BERHAD
57070,101,Bursa,COMPANY_NAME,AVALAND,AVALAND,AVALAND BERHAD
57066,,,STOCK_SYMBOL,ASB,,
57067,168,Bursa,COMPANY_NAME,CAPITAL A,CAPITALA,CAPITAL A BERHAD
57061,374,Bursa,COMPANY_NAME,FSBM HOLDINGS,FSBM,FSBM HOLDINGS BHD
57043,91,Bursa,COMPANY_NAME,ASTRO MALAYSIA HOLDINGS,ASTRO,ASTRO MALAYSIA HOLDINGS BERHAD
57037,606,Bursa,COMPANY_NAME,LBS BINA GROUP,LBS,LBS BINA GROUP BHD
57040,552,Bursa,COMPANY_NAME,KEYFIELD INTERNATIONAL,KEYFIELD,KEYFIELD INTERNATIONAL BERHAD
57036,1112,Bursa,COMPANY_NAME,TRC SYNERGY,TRC,TRC SYNERGY BHD
57036,,,COMPANY_NAME,BOUSTEAD HEAVY INDUSTRIES CORP,,
57032,,,STOCK_SYMBOL,IOIPG,,
57029,587,Bursa,COMPANY_NAME,KRONOLOGI ASIA,KRONO,KRONOLOGI ASIA BERHAD
57025,377,Bursa,COMPANY_NAME,GAMUDA,GAMUDA,GAMUDA BHD
57018,552,Bursa,COMPANY_NAME,KEYFIELD INTERNATIONAL,KEYFIELD,KEYFIELD INTERNATIONAL BERHAD
57019,894,Bursa,COMPANY_NAME,RAMSSOL GROUP,RAMSSOL,RAMSSOL GROUP BERHAD
57015,663,Bursa,COMPANY_NAME,MCLEAN TECHNOLOGIES,MCLEAN,MCLEAN TECHNOLOGIES BERHAD
57012,894,Bursa,COMPANY_NAME,RAMSSOL GROUP,RAMSSOL,RAMSSOL GROUP BERHAD
57007,160,Bursa,COMPANY_NAME,BURSA MALAYSIA,BURSA,BURSA MALAYSIA BHD
57006,894,Bursa,COMPANY_NAME,RAMSSOL GROUP,RAMSSOL,RAMSSOL GROUP BERHAD
56999,508,Bursa,COMPANY_NAME,IOI PROPERTIES GROUP,IOIPG,IOI PROPERTIES GROUP BERHAD
56998,1202,Bursa,COMPANY_NAME,YGL CONVERGENCE,YGL,YGL CONVERGENCE BHD
