news_id,stock_id,exchange,entity_type,entity_name,stock_symbol,company_name
35096,551,Bursa,COMPANY_NAME,KEY ASIC,KEYASIC,KEY ASIC BHD
35112,1083,Bursa,COMPANY_NAME,TEO SENG CAPITAL,TEOSENG,TEO SENG CAPITAL BHD
35112,615,Bursa,COMPANY_NAME,LEONG HUP INTERNATIONAL,LHI,LEONG HUP INTERNATIONAL BERHAD
35181,820,Bursa,COMPANY_NAME,PUBLIC BANK,PBBANK,PUBLIC BANK BHD
35181,623,Bursa,COMPANY_NAME,LPI CAPITAL,LPI,LPI CAPITAL BHD
35186,,,STOCK_SYMBOL,AHB,,
35186,,,STOCK_SYMBOL,PHB,,
35191,,,STOCK_SYMBOL,AHB,,
35191,,,STOCK_SYMBOL,PHB,,
35201,,,STOCK_SYMBOL,AHB,,
35201,,,STOCK_SYMBOL,PHB,,
35122,228,Bursa,COMPANY_NAME,CREST GROUP,CREST,CREST GROUP BERHAD
35160,462,Bursa,COMPANY_NAME,HEITECH PADU,HTPADU,HEITECH PADU BHD
35179,3,Bursa,COMPANY_NAME,3REN,3REN,3REN BERHAD
35216,462,Bursa,COMPANY_NAME,HEITECH PADU,HTPADU,HEITECH PADU BHD
35094,595,Bursa,COMPANY_NAME,KUCHAI DEVELOPMENT,KUCHAI,KUCHAI DEVELOPMENT BHD
35100,997,Bursa,COMPANY_NAME,SKYWORLD DEVELOPMENT,SKYWLD,SKYWORLD DEVELOPMENT BERHAD
35105,94,Bursa,COMPANY_NAME,ATLAN HOLDINGS,ATLAN,ATLAN HOLDINGS BHD
35126,606,Bursa,COMPANY_NAME,LBS BINA GROUP,LBS,LBS BINA GROUP BHD
35126,1000,Bursa,COMPANY_NAME,SOLARVEST HOLDINGS,SLVEST,SOLARVEST HOLDINGS BERHAD
35190,137,Bursa,COMPANY_NAME,BERJAYA FOOD,BJFOOD,BERJAYA FOOD BERHAD
35205,,Bursa,COMPANY_NAME,IREKA,,
35210,820,Bursa,COMPANY_NAME,PUBLIC BANK,PBBANK,PUBLIC BANK BHD
35210,623,Bursa,COMPANY_NAME,LPI CAPITAL,LPI,LPI CAPITAL BHD
34913,557,Bursa,COMPANY_NAME,KHPT HOLDINGS,KHB,KHPT HOLDINGS BERHAD
34924,,,STOCK_SYMBOL,MAYBANK,,
35099,937,Bursa,COMPANY_NAME,SAPURA RESOURCES,SAPRES,SAPURA RESOURCES BHD
35102,606,Bursa,COMPANY_NAME,LBS BINA GROUP,LBS,LBS BINA GROUP BHD
35102,1000,Bursa,COMPANY_NAME,SOLARVEST HOLDINGS,SLVEST,SOLARVEST HOLDINGS BERHAD
35109,1115,Bursa,COMPANY_NAME,TROPICANA,TROP,TROPICANA CORPORATION BERHAD
35110,289,Bursa,COMPANY_NAME,ECOMATE HOLDINGS,ECOMATE,ECOMATE HOLDINGS BERHAD
35110,1048,Bursa,COMPANY_NAME,SWS CAPITAL,SWSCAP,SWS CAPITAL BERHAD
35118,382,Bursa,COMPANY_NAME,GUAN CHONG,GCB,GUAN CHONG BHD
35146,820,Bursa,COMPANY_NAME,PUBLIC BANK,PBBANK,PUBLIC BANK BHD
35146,623,Bursa,COMPANY_NAME,LPI CAPITAL,LPI,LPI CAPITAL BHD
35151,168,Bursa,COMPANY_NAME,CAPITAL A,CAPITALA,CAPITAL A BERHAD
35152,3,Bursa,COMPANY_NAME,3REN,3REN,3REN BERHAD
35163,566,Bursa,COMPANY_NAME,KUMPULAN KITACON,KITACON,KUMPULAN KITACON BERHAD
35164,1082,Bursa,COMPANY_NAME,TENAGA NASIONAL,TENAGA,TENAGA NASIONAL BHD
35168,190,Bursa,COMPANY_NAME,CRITICAL HOLDINGS,CHB,CRITICAL HOLDINGS BERHAD
35200,865,Bursa,COMPANY_NAME,PRESS METAL ALUMINIUM HOLDINGS,PMETAL,PRESS METAL ALUMINIUM HOLDINGS BERHAD
35202,838,Bursa,COMPANY_NAME,PERTAMA DIGITAL,PERTAMA,PERTAMA DIGITAL BERHAD
35207,228,Bursa,COMPANY_NAME,CREST GROUP,CREST,CREST GROUP BERHAD
35209,832,Bursa,COMPANY_NAME,PERDANA PETROLEUM,PERDANA,PERDANA PETROLEUM BERHAD
35209,,,STOCK_SYMBOL,PPB,,
35209,245,Bursa,COMPANY_NAME,DAYANG ENTERPRISE HOLDINGS,DAYANG,DAYANG ENTERPRISE HOLDINGS BHD
35209,,,STOCK_SYMBOL,DAYANG,,
35215,462,Bursa,COMPANY_NAME,HEITECH PADU,HTPADU,HEITECH PADU BHD
35217,462,Bursa,COMPANY_NAME,HEITECH PADU,HTPADU,HEITECH PADU BHD
