news_id,stock_symbol_id,exchange,entity_type,entity_name,stock_symbol,company_name
8752,148,Bursa,COMPANY_NAME,BP PLASTICS HOLDING,BPPLAS,BP PLASTICS HOLDING BHD
8761,43,Bursa,COMPANY_NAME,ALPHA IVF GROUP,ALPHA,ALPHA IVF GROUP BERHAD
8756,,,STOCK_SYMBOL,PIE,,
8928,116,Bursa,COMPANY_NAME,BERMAZ AUTO,BAUTO,BERMAZ AUTO BERHAD
8935,610,Bursa,COMPANY_NAME,LEE SWEE KIAT GROUP,LEESK,LEE SWEE KIAT GROUP BHD
8937,,,STOCK_SYMBOL,BAUTO,,
8941,,,COMPANY_NAME,PROLINTAS INFRA BUSINESS TRUST,,
8945,916,Bursa,COMPANY_NAME,RESERVOIR LINK ENERGY,RL,RESERVOIR LINK ENERGY BHD
8981,739,Bursa,COMPANY_NAME,MUI PROPERTIES,MUIPROP,MUI PROPERTIES BHD
8981,55,Bursa,COMPANY_NAME,ANCOM LOGISTICS,ANCOMLB,ANCOM LOGISTICS BERHAD
8981,908,Bursa,COMPANY_NAME,REXIT,REXIT,REXIT BHD
8981,894,Bursa,COMPANY_NAME,RAMSSOL GROUP,RAMSSOL,RAMSSOL GROUP BERHAD
8981,866,Bursa,COMPANY_NAME,PAN MALAYSIA HOLDINGS,PMHLDG,PAN MALAYSIA HOLDINGS BHD
8986,651,Bursa,COMPANY_NAME,MAXIS,MAXIS,MAXIS BERHAD
8997,33,Bursa,COMPANY_NAME,MALAYSIA AIRPORTS HOLDINGS,AIRPORT,MALAYSIA AIRPORTS HOLDINGS BHD
9012,1215,Bursa,COMPANY_NAME,ZANTAT HOLDINGS,ZANTAT,ZANTAT HOLDINGS BERHAD
9026,950,Bursa,COMPANY_NAME,SARAWAK CONSOLIDATED INDUSTRIES,SCIB,SARAWAK CONSOLIDATED IND BHD
9026,,,STOCK_SYMBOL,SCIB,,
9029,,,STOCK_SYMBOL,UMC,,
9034,1103,Bursa,COMPANY_NAME,TOMEI CONSOLIDATED,TOMEI,TOMEI CONSOLIDATED BHD
9036,1131,Bursa,COMPANY_NAME,UEM SUNRISE,UEMS,UEM SUNRISE BERHAD
8755,,,STOCK_SYMBOL,UMC,,
8760,,,STOCK_SYMBOL,HEXTECH,,
8925,,,STOCK_SYMBOL,APM,,
8930,1115,Bursa,COMPANY_NAME,TROPICANA,TROP,TROPICANA CORPORATION BERHAD
8750,913,Bursa,COMPANY_NAME,RHB BANK,RHBBANK,RHB BANK BERHAD
8750,180,Bursa,COMPANY_NAME,CELCOMDIGI,CDB,CELCOMDIGI BERHAD
8932,518,Bursa,COMPANY_NAME,JAG,JAG,JAG BERHAD
8944,101,Bursa,COMPANY_NAME,AVALAND,AVALAND,AVALAND BERHAD
8967,973,Bursa,COMPANY_NAME,EVERSENDAI,SENDAI,EVERSENDAI CORPORATION BERHAD
8983,168,Bursa,COMPANY_NAME,CAPITAL A,CAPITALA,CAPITAL A BERHAD
9030,495,Bursa,COMPANY_NAME,INARI AMERTRON,INARI,INARI AMERTRON BERHAD
9030,,,COMPANY_NAME,MALAYSIAN PACIFIC INDUSTRIES,,
8938,,,STOCK_SYMBOL,BAUTO,,
8973,,Bursa,COMPANY_NAME,EUPE,,
8748,1004,Bursa,COMPANY_NAME,SOUTH MALAYSIA INDUSTRIES,SMI,SOUTH MALAYSIA INDUSTRIES BHD
8748,,,STOCK_SYMBOL,SMI,,
8748,1075,Bursa,COMPANY_NAME,TECHBASE INDUSTRIES,TECHBASE,TECHBASE INDUSTRIES BERHAD
8757,1215,Bursa,COMPANY_NAME,ZANTAT HOLDINGS,ZANTAT,ZANTAT HOLDINGS BERHAD
8762,1141,Bursa,COMPANY_NAME,UNITRADE INDUSTRIES,UNITRAD,UNITRADE INDUSTRIES BERHAD
8927,6,Bursa,COMPANY_NAME,AIRASIA X,AAX,AIRASIA X BERHAD
8927,168,Bursa,COMPANY_NAME,CAPITAL A,CAPITALA,CAPITAL A BERHAD
8936,233,Bursa,COMPANY_NAME,CTOS DIGITAL,CTOS,CTOS DIGITAL BERHAD
8940,525,Bursa,COMPANY_NAME,KUMPULAN JETSON,JETSON,KUMPULAN JETSON BHD
8950,407,Bursa,COMPANY_NAME,GOLDEN PHAROS,GPHAROS,GOLDEN PHAROS BHD
8950,1073,Bursa,COMPANY_NAME,TDM,TDM,TDM BHD
8954,142,Bursa,COMPANY_NAME,BINASTRA,BNASTRA,BINASTRA CORPORATION BERHAD
8978,33,Bursa,COMPANY_NAME,MALAYSIA AIRPORTS HOLDINGS,AIRPORT,MALAYSIA AIRPORTS HOLDINGS BHD
8994,547,Bursa,COMPANY_NAME,KENANGA INVESTMENT BANK,KENANGA,KENANGA INVESTMENT BANK BERHAD
8994,475,Bursa,COMPANY_NAME,ICON OFFSHORE,ICON,ICON OFFSHORE BERHAD
9005,33,Bursa,COMPANY_NAME,MALAYSIA AIRPORTS HOLDINGS,AIRPORT,MALAYSIA AIRPORTS HOLDINGS BHD
9010,233,Bursa,COMPANY_NAME,CTOS DIGITAL,CTOS,CTOS DIGITAL BERHAD
9016,1215,Bursa,COMPANY_NAME,ZANTAT HOLDINGS,ZANTAT,ZANTAT HOLDINGS BERHAD
9035,989,Bursa,COMPANY_NAME,SIME DARBY PROPERTY,SIMEPROP,SIME DARBY PROPERTY BERHAD
9037,1000,Bursa,COMPANY_NAME,SOLARVEST HOLDINGS,SLVEST,SOLARVEST HOLDINGS BERHAD
