news_id,stock_id,exchange,entity_type,entity_name,stock_symbol,company_name
34939,820,Bursa,COMPANY_NAME,PUBLIC BANK,PBBANK,PUBLIC BANK BHD
34948,,Bursa,COMPANY_NAME,IREKA,,
35006,547,Bursa,COMPANY_NAME,KENANGA INVESTMENT BANK,KENANGA,KENANGA INVESTMENT BANK BERHAD
35054,962,Bursa,COMPANY_NAME,SELANGOR DREDGING,SDRED,SELANGOR DREDGING BHD
34990,838,Bursa,COMPANY_NAME,PERTAMA DIGITAL,PERTAMA,PERTAMA DIGITAL BERHAD
34995,549,Bursa,COMPANY_NAME,KERJAYA PROSPEK GROUP,KERJAYA,KERJAYA PROSPEK GROUP BERHAD
34954,832,Bursa,COMPANY_NAME,PERDANA PETROLEUM,PERDANA,PERDANA PETROLEUM BERHAD
34954,245,Bursa,COMPANY_NAME,DAYANG ENTERPRISE HOLDINGS,DAYANG,DAYANG ENTERPRISE HOLDINGS BHD
35052,,,STOCK_SYMBOL,MAG,,
35057,557,Bursa,COMPANY_NAME,KHPT HOLDINGS,KHB,KHPT HOLDINGS BERHAD
34936,988,Bursa,COMPANY_NAME,SIME DARBY,SIME,SIME DARBY BHD
34938,663,Bursa,COMPANY_NAME,MCLEAN TECHNOLOGIES,MCLEAN,MCLEAN TECHNOLOGIES BERHAD
34947,663,Bursa,COMPANY_NAME,MCLEAN TECHNOLOGIES,MCLEAN,MCLEAN TECHNOLOGIES BERHAD
34949,127,Bursa,COMPANY_NAME,BANK ISLAM MALAYSIA,BIMB,BANK ISLAM MALAYSIA BERHAD
34952,316,Bursa,COMPANY_NAME,ENEST GROUP,ENEST,ENEST GROUP BERHAD
34957,1037,Bursa,COMPANY_NAME,SUNSURIA,SUNSURIA,SUNSURIA BERHAD
34966,557,Bursa,COMPANY_NAME,KHPT HOLDINGS,KHB,KHPT HOLDINGS BERHAD
34968,665,Bursa,COMPANY_NAME,MEDIA PRIMA,MEDIA,MEDIA PRIMA BHD
35007,820,Bursa,COMPANY_NAME,PUBLIC BANK,PBBANK,PUBLIC BANK BHD
35007,623,Bursa,COMPANY_NAME,LPI CAPITAL,LPI,LPI CAPITAL BHD
35009,168,Bursa,COMPANY_NAME,CAPITAL A,CAPITALA,CAPITAL A BERHAD
35009,6,Bursa,COMPANY_NAME,AIRASIA X,AAX,AIRASIA X BERHAD
35010,981,Bursa,COMPANY_NAME,SAUDIGOLD GROUP,SG,SAUDIGOLD GROUP BERHAD
35018,160,Bursa,COMPANY_NAME,BURSA MALAYSIA,BURSA,BURSA MALAYSIA BHD
35020,56,Bursa,COMPANY_NAME,ANCOM NYLEX,ANCOMNY,ANCOM NYLEX BERHAD
35028,1153,Bursa,COMPANY_NAME,VELOCITY CAPITAL PARTNER,VELOCITY,VELOCITY CAPITAL PARTNER BERHAD
35040,1200,Bursa,COMPANY_NAME,YENHER HOLDINGS,YENHER,YENHER HOLDINGS BERHAD
35051,,,STOCK_SYMBOL,FFB,,
35055,245,Bursa,COMPANY_NAME,DAYANG ENTERPRISE HOLDINGS,DAYANG,DAYANG ENTERPRISE HOLDINGS BHD
35064,254,Bursa,COMPANY_NAME,DIALOG GROUP,DIALOG,DIALOG GROUP BHD
