news_id,stock_id,exchange,entity_type,entity_name,stock_symbol,company_name
33473,127,Bursa,COMPANY_NAME,BANK ISLAM MALAYSIA,BIMB,BANK ISLAM MALAYSIA BERHAD
33473,,,STOCK_SYMBOL,BIMB,,
33653,156,Bursa,COMPANY_NAME,BOUSTEAD HOLDINGS,BSTEAD,BOUSTEAD HOLDINGS BHD
33659,987,Bursa,COMPANY_NAME,SIGNATURE INTERNATIONAL,SIGN,SIGNATURE INTERNATIONAL BHD
33664,844,Bursa,COMPANY_NAME,PROPEL GLOBAL,PGB,PROPEL GLOBAL BERHAD
33689,89,Bursa,COMPANY_NAME,ASTINO,ASTINO,ASTINO BHD
33696,20,Bursa,COMPANY_NAME,AFFIN BANK,AFFIN,AFFIN BANK BERHAD
33719,773,Bursa,COMPANY_NAME,OB HOLDINGS,OBHB,OB HOLDINGS BERHAD
33741,377,Bursa,COMPANY_NAME,GAMUDA,GAMUDA,GAMUDA BHD
33656,204,Bursa,COMPANY_NAME,CITAGLOBAL,CITAGLB,CITAGLOBAL BERHAD
33655,1060,Bursa,COMPANY_NAME,TALAM TRANSFORM,TALAMT,TALAM TRANSFORM BERHAD
33658,882,Bursa,COMPANY_NAME,PT RESOURCES HOLDINGS,PTRB,PT RESOURCES HOLDINGS BERHAD
33666,227,Bursa,COMPANY_NAME,CRESCENDO,CRESNDO,CRESCENDO CORPORATION BHD
33718,601,Bursa,COMPANY_NAME,LAMBO GROUP,LAMBO,LAMBO GROUP BERHAD
33714,20,Bursa,COMPANY_NAME,AFFIN BANK,AFFIN,AFFIN BANK BERHAD
33724,773,Bursa,COMPANY_NAME,OB HOLDINGS,OBHB,OB HOLDINGS BERHAD
33731,113,Bursa,COMPANY_NAME,BAHVEST RESOURCES,BAHVEST,BAHVEST RESOURCES BERHAD
33731,462,Bursa,COMPANY_NAME,HEITECH PADU,HTPADU,HEITECH PADU BHD
33731,227,Bursa,COMPANY_NAME,CRESCENDO,CRESNDO,CRESCENDO CORPORATION BHD
33748,1184,Bursa,COMPANY_NAME,WESTPORTS HOLDINGS,WPRTS,WESTPORTS HOLDINGS BERHAD
33757,377,Bursa,COMPANY_NAME,GAMUDA,GAMUDA,GAMUDA BHD
33772,423,Bursa,COMPANY_NAME,HCK CAPITAL GROUP,HCK,HCK CAPITAL GROUP BERHAD
33474,961,Bursa,COMPANY_NAME,SD GUTHRIE,SDG,SD GUTHRIE BERHAD
33476,,,STOCK_SYMBOL,KLK,,
33657,1171,Bursa,COMPANY_NAME,WCE HOLDINGS,WCEHB,WCE HOLDINGS BERHAD
33668,844,Bursa,COMPANY_NAME,PROPEL GLOBAL,PGB,PROPEL GLOBAL BERHAD
33670,129,Bursa,COMPANY_NAME,BINTAI KINDEN,BINTAI,BINTAI KINDEN CORPORATION BHD
33671,129,Bursa,COMPANY_NAME,BINTAI KINDEN,BINTAI,BINTAI KINDEN CORPORATION BHD
33675,574,Bursa,COMPANY_NAME,KIM LOONG RESOURCES,KMLOONG,KIM LOONG RESOURCES BHD
33683,462,Bursa,COMPANY_NAME,HEITECH PADU,HTPADU,HEITECH PADU BHD
33697,685,Bursa,COMPANY_NAME,METRO HEALTHCARE,MHCARE,METRO HEALTHCARE BERHAD
33707,20,Bursa,COMPANY_NAME,AFFIN BANK,AFFIN,AFFIN BANK BERHAD
33707,156,Bursa,COMPANY_NAME,BOUSTEAD HOLDINGS,BSTEAD,BOUSTEAD HOLDINGS BHD
33708,773,Bursa,COMPANY_NAME,OB HOLDINGS,OBHB,OB HOLDINGS BERHAD
33710,1184,Bursa,COMPANY_NAME,WESTPORTS HOLDINGS,WPRTS,WESTPORTS HOLDINGS BERHAD
33712,888,Bursa,COMPANY_NAME,POWERWELL HOLDINGS,PWRWELL,POWERWELL HOLDINGS BERHAD
33715,156,Bursa,COMPANY_NAME,BOUSTEAD HOLDINGS,BSTEAD,BOUSTEAD HOLDINGS BHD
33715,20,Bursa,COMPANY_NAME,AFFIN BANK,AFFIN,AFFIN BANK BERHAD
33717,557,Bursa,COMPANY_NAME,KHPT HOLDINGS,KHB,KHPT HOLDINGS BERHAD
33722,204,Bursa,COMPANY_NAME,CITAGLOBAL,CITAGLB,CITAGLOBAL BERHAD
33722,,,STOCK_CODE,1996,,
33730,,,STOCK_SYMBOL,MAG,,
33739,377,Bursa,COMPANY_NAME,GAMUDA,GAMUDA,GAMUDA BHD
33754,614,Bursa,COMPANY_NAME,LGMS,LGMS,LGMS BERHAD
33758,377,Bursa,COMPANY_NAME,GAMUDA,GAMUDA,GAMUDA BHD
33759,935,Bursa,COMPANY_NAME,SAPURA ENERGY,SAPNRG,SAPURA ENERGY BERHAD
33763,844,Bursa,COMPANY_NAME,PROPEL GLOBAL,PGB,PROPEL GLOBAL BERHAD
