news_id,stock_symbol_id,exchange,entity_type,entity_name,stock_symbol,company_name
62384,,,STOCK_SYMBOL,ABMB,,
62375,552,Bursa,COMPANY_NAME,KEYFIELD INTERNATIONAL,KEYFIELD,KEYFIELD INTERNATIONAL BERHAD
62689,1059,Bursa,COMPANY_NAME,SYARIKAT TAKAFUL MALAYSIA KELUARGA,TAKAFUL,SYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD
62686,552,Bursa,COMPANY_NAME,KEYFIELD INTERNATIONAL,KEYFIELD,KEYFIELD INTERNATIONAL BERHAD
62684,420,Bursa,COMPANY_NAME,HARTALEGA HOLDINGS,HARTA,HARTALEGA HOLDINGS BHD
62671,966,Bursa,COMPANY_NAME,SEALINK INTERNATIONAL,SEALINK,SEALINK INTERNATIONAL BHD
62673,181,Bursa,COMPANY_NAME,CAPE EMS,CEB,CAPE EMS BERHAD
62669,1053,Bursa,COMPANY_NAME,SYNERGY HOUSE,SYNERGY,SYNERGY HOUSE BERHAD
62666,181,Bursa,COMPANY_NAME,CAPE EMS,CEB,CAPE EMS BERHAD
62657,966,Bursa,COMPANY_NAME,SEALINK INTERNATIONAL,SEALINK,SEALINK INTERNATIONAL BHD
62647,,,STOCK_SYMBOL,REIT,,
62629,,,COMPANY_NAME,SENTRAL REIT,,
62617,428,Bursa,COMPANY_NAME,HEVEABOARD,HEVEA,HEVEABOARD BHD
62608,,,STOCK_SYMBOL,MAYBANK,,
62603,425,Bursa,COMPANY_NAME,HEINEKEN MALAYSIA,HEIM,HEINEKEN MALAYSIA BERHAD
62599,653,Bursa,COMPANY_NAME,MALAYAN BANKING,MAYBANK,MALAYAN BANKING BHD
62593,1180,Bursa,COMPANY_NAME,WILLOWGLEN MSC,WILLOW,WILLOWGLEN MSC BHD
62592,468,Bursa,COMPANY_NAME,HUP SENG,HUPSENG,HUP SENG INDUSTRIES BHD
62589,710,Bursa,COMPANY_NAME,MN HOLDINGS,MNHLDG,MN HOLDINGS BERHAD
62582,548,Bursa,COMPANY_NAME,KAWAN RENERGY,KENERGY,KAWAN RENERGY BERHAD
62582,,,STOCK_SYMBOL,KAB,,
62580,181,Bursa,COMPANY_NAME,CAPE EMS,CEB,CAPE EMS BERHAD
62579,1150,Bursa,COMPANY_NAME,UZMA,UZMA,UZMA BHD
62577,425,Bursa,COMPANY_NAME,HEINEKEN MALAYSIA,HEIM,HEINEKEN MALAYSIA BERHAD
62575,848,Bursa,COMPANY_NAME,PARAGON GLOBE,PGLOBE,PARAGON GLOBE BERHAD
62567,548,Bursa,COMPANY_NAME,KAWAN RENERGY,KENERGY,KAWAN RENERGY BERHAD
62562,840,Bursa,COMPANY_NAME,PESTECH INTERNATIONAL,PESTECH,PESTECH INTERNATIONAL BERHAD
62561,1082,Bursa,COMPANY_NAME,TENAGA NASIONAL,TENAGA,TENAGA NASIONAL BHD
