news_id,stock_symbol_id,exchange,entity_type,entity_name,stock_symbol,company_name
25246,47,Bursa,COMPANY_NAME,AME ELITE CONSORTIUM,AME,AME ELITE CONSORTIUM BERHAD
25246,,,COMPANY_NAME,AME REAL ESTATE INVESTMENT TRUST,,
25251,,,COMPANY_NAME,CAPITALAND MALAYSIA TRUST,,
25265,291,Bursa,COMPANY_NAME,ECO WORLD DEVELOPMENT GROUP,ECOWLD,ECO WORLD DEVELOPMENT GROUP BERHAD
25354,640,Bursa,COMPANY_NAME,MALAKOFF,MALAKOF,MALAKOFF CORPORATION BERHAD
25358,988,Bursa,COMPANY_NAME,SIME DARBY,SIME,SIME DARBY BHD
25380,,Bursa,COMPANY_NAME,YTL,,
25380,,,STOCK_CODE,1961,,
25255,47,Bursa,COMPANY_NAME,AME ELITE CONSORTIUM,AME,AME ELITE CONSORTIUM BERHAD
25261,,,COMPANY_NAME,CAPITALAND MALAYSIA TRUST,,
25271,1147,Bursa,COMPANY_NAME,UNITED PLANTATIONS,UTDPLT,UNITED PLANTATIONS BHD
25273,108,Bursa,COMPANY_NAME,AXTERIA GROUP,AXTERIA,AXTERIA GROUP BERHAD
25277,710,Bursa,COMPANY_NAME,MN HOLDINGS,MNHLDG,MN HOLDINGS BERHAD
25288,651,Bursa,COMPANY_NAME,MAXIS,MAXIS,MAXIS BERHAD
25293,105,Bursa,COMPANY_NAME,AXIATA GROUP,AXIATA,AXIATA GROUP BERHAD
25316,377,Bursa,COMPANY_NAME,GAMUDA,GAMUDA,GAMUDA BHD
25249,,,COMPANY_NAME,CAPITALAND MALAYSIA TRUST,,
25267,6,Bursa,COMPANY_NAME,AIRASIA X,AAX,AIRASIA X BERHAD
25353,508,Bursa,COMPANY_NAME,IOI PROPERTIES GROUP,IOIPG,IOI PROPERTIES GROUP BERHAD
25370,1039,Bursa,COMPANY_NAME,SUNWAY,SUNWAY,SUNWAY BERHAD
25049,943,Bursa,COMPANY_NAME,SARAWAK CABLE,SCABLE,SARAWAK CABLE BERHAD
25276,,,STOCK_SYMBOL,AAX,,
25250,749,Bursa,COMPANY_NAME,NATIONGATE HOLDINGS,NATGATE,NATIONGATE HOLDINGS BERHAD
25247,1131,Bursa,COMPANY_NAME,UEM SUNRISE,UEMS,UEM SUNRISE BERHAD
25253,392,Bursa,COMPANY_NAME,GHL SYSTEMS,GHLSYS,GHL SYSTEMS BHD
25253,160,Bursa,COMPANY_NAME,BURSA MALAYSIA,BURSA,BURSA MALAYSIA BHD
25252,,,STOCK_SYMBOL,CLMT,,
25262,710,Bursa,COMPANY_NAME,MN HOLDINGS,MNHLDG,MN HOLDINGS BERHAD
25269,376,Bursa,COMPANY_NAME,GADANG HOLDINGS,GADANG,GADANG HOLDINGS BHD
25283,945,Bursa,COMPANY_NAME,SC ESTATE BUILDER,SCBUILD,SC ESTATE BUILDER BERHAD
25312,653,Bursa,COMPANY_NAME,MALAYAN BANKING,MAYBANK,MALAYAN BANKING BHD
25312,,,STOCK_SYMBOL,MAYBANK,,
25315,180,Bursa,COMPANY_NAME,CELCOMDIGI,CDB,CELCOMDIGI BERHAD
25317,1061,Bursa,COMPANY_NAME,TALIWORKS,TALIWRK,TALIWORKS CORPORATION BHD
25321,668,Bursa,COMPANY_NAME,MELEWAR INDUSTRIAL GROUP,MELEWAR,MELEWAR INDUSTRIAL GROUP BHD
25321,1151,Bursa,COMPANY_NAME,VARIA,VARIA,VARIA BERHAD
25321,375,Bursa,COMPANY_NAME,G3 GLOBAL,G3,G3 GLOBAL BERHAD
25319,47,Bursa,COMPANY_NAME,AME ELITE CONSORTIUM,AME,AME ELITE CONSORTIUM BERHAD
25347,,,STOCK_SYMBOL,PIE,,
25350,719,Bursa,COMPANY_NAME,MQ TECHNOLOGY,MQTECH,MQ TECHNOLOGY BHD
25351,653,Bursa,COMPANY_NAME,MALAYAN BANKING,MAYBANK,MALAYAN BANKING BHD
25352,490,Bursa,COMPANY_NAME,IHH HEALTHCARE,IHH,IHH HEALTHCARE BERHAD
25359,988,Bursa,COMPANY_NAME,SIME DARBY,SIME,SIME DARBY BHD
25368,988,Bursa,COMPANY_NAME,SIME DARBY,SIME,SIME DARBY BHD
25383,387,Bursa,COMPANY_NAME,GENTING MALAYSIA,GENM,GENTING MALAYSIA BERHAD
25322,392,Bursa,COMPANY_NAME,GHL SYSTEMS,GHLSYS,GHL SYSTEMS BHD
25322,160,Bursa,COMPANY_NAME,BURSA MALAYSIA,BURSA,BURSA MALAYSIA BHD
