news_id,stock_id,exchange,entity_type,entity_name,stock_symbol,company_name
31897,354,Bursa,COMPANY_NAME,FIAMMA HOLDINGS,FIAMMA,FIAMMA HOLDINGS BHD
31897,197,Bursa,COMPANY_NAME,CHIN HIN GROUP,CHINHIN,CHIN HIN GROUP BERHAD
31929,513,Bursa,COMPANY_NAME,ITMAX SYSTEM,ITMAX,ITMAX SYSTEM BERHAD
31975,116,Bursa,COMPANY_NAME,BERMAZ AUTO,BAUTO,BERMAZ AUTO BERHAD
31873,913,Bursa,COMPANY_NAME,RHB BANK,RHBBANK,RHB BANK BERHAD
31884,406,Bursa,COMPANY_NAME,GREEN PACKET,GPACKET,GREEN PACKET BHD
31891,440,Bursa,COMPANY_NAME,HIBISCUS PETROLEUM,HIBISCS,HIBISCUS PETROLEUM BHD
31901,142,Bursa,COMPANY_NAME,BINASTRA,BNASTRA,BINASTRA CORPORATION BERHAD
31923,440,Bursa,COMPANY_NAME,HIBISCUS PETROLEUM,HIBISCS,HIBISCUS PETROLEUM BHD
31932,508,Bursa,COMPANY_NAME,IOI PROPERTIES GROUP,IOIPG,IOI PROPERTIES GROUP BERHAD
31941,710,Bursa,COMPANY_NAME,MN HOLDINGS,MNHLDG,MN HOLDINGS BERHAD
31941,916,Bursa,COMPANY_NAME,RESERVOIR LINK ENERGY,RL,RESERVOIR LINK ENERGY BHD
31990,322,Bursa,COMPANY_NAME,EP MANUFACTURING,EPMB,EP MANUFACTURING BHD
31990,,,STOCK_SYMBOL,EPMB,,
31876,179,Bursa,COMPANY_NAME,CCK CONSOLIDATED HOLDINGS,CCK,CCK CONSOLIDATED HOLDINGS BHD
31880,440,Bursa,COMPANY_NAME,HIBISCUS PETROLEUM,HIBISCS,HIBISCUS PETROLEUM BHD
31888,288,Bursa,COMPANY_NAME,ECOBUILT HOLDINGS,ECOHLDS,ECOBUILT HOLDINGS BERHAD
31889,197,Bursa,COMPANY_NAME,CHIN HIN GROUP,CHINHIN,CHIN HIN GROUP BERHAD
31889,751,Bursa,COMPANY_NAME,NCT ALLIANCE,NCT,NCT ALLIANCE BERHAD
31896,354,Bursa,COMPANY_NAME,FIAMMA HOLDINGS,FIAMMA,FIAMMA HOLDINGS BHD
31903,142,Bursa,COMPANY_NAME,BINASTRA,BNASTRA,BINASTRA CORPORATION BERHAD
31931,,,STOCK_SYMBOL,TSA,,
31953,385,Bursa,COMPANY_NAME,GDEX,GDEX,GDEX BERHAD
31953,965,Bursa,COMPANY_NAME,SEAL INCORPORATED,SEAL,SEAL INCORPORATED BHD
31953,640,Bursa,COMPANY_NAME,MALAKOFF,MALAKOF,MALAKOFF CORPORATION BERHAD
31959,1147,Bursa,COMPANY_NAME,UNITED PLANTATIONS,UTDPLT,UNITED PLANTATIONS BHD
31962,247,Bursa,COMPANY_NAME,DC HEALTHCARE HOLDINGS,DCHCARE,DC HEALTHCARE HOLDINGS BERHAD
31968,116,Bursa,COMPANY_NAME,BERMAZ AUTO,BAUTO,BERMAZ AUTO BERHAD
31968,,,STOCK_SYMBOL,BAUTO,,
31976,,,COMPANY_NAME,MALAYSIAN PACIFIC INDUSTRIES,,
31978,,,STOCK_SYMBOL,BAUTO,,
31994,,,STOCK_SYMBOL,EPMB,,
