title,url,created_at,updated_at,published_date,summary,content,category,author,thumbnail_url,image_url,publisher_id,publisher_name,publisher_url
"Kerjaya Prospek files lawsuit to claim guarantees by Yong Tai, CEO",https://www.klsescreener.com/v2/news/view/1407051,2024-10-12 15:21:37,2024-10-12 15:21:37,2024-10-12 14:19:08,"KUALA LUMPUR: Kerjaya Prospek Group Bhd has initiated legal action against Yong Tai Bhd and its CEO to claim guarantees provided by the company and the CEO, for the outstanding sum of RM105.14 million it is demanding in connection with a construction project in Melaka.","<div itemprop=""articleBody"" class=""dable-content-wrapper""><p>KUALA LUMPUR: Kerjaya Prospek Group Bhd has initiated legal action against Yong Tai Bhd and its CEO to claim guarantees provided by the company and the CEO, for the outstanding sum of RM105.14 million it is demanding in connection with a construction project in Melaka.</p><p>According to a Bursa Malaysia Securities filing, its subsidiary, Kerjaya Prospek (M) Sdn Bhd, served a writ of summons and statement of claim against Yong Tai and its chief executive, Datuk Boo Kuang Loon, to claim the corporate and personal guarantees provided f",Business,,https://assets.nst.com.my/images/articles/1210KSY_NSTfield_image_listing_featured_v2.var_1728713943.jpg,https://assets.nst.com.my/images/articles/1210KSY2_1728713936.jpg,77,NST,https://www.nst.com.my/business
"Kerjaya Prospek files new lawsuit against Yong Tai, CEO",https://www.klsescreener.com/v2/news/view/1407039,2024-10-12 14:21:08,2024-10-12 14:21:08,2024-10-12 14:19:08,KUALA LUMPUR: Kerjaya Prospek Group Bhd has initiated legal action against Yong Tai Bhd and its CEO over an alleged unpaid contract sum of RM105.14 million in connection with a construction project in Melaka.,"<div itemprop=""articleBody"" class=""dable-content-wrapper""><p>KUALA LUMPUR: Kerjaya Prospek Group Bhd has initiated legal action against Yong Tai Bhd and its CEO over an alleged unpaid contract sum of RM105.14 million in connection with a construction project in Melaka.</p><p>According to The Edge, Kerjaya Prospek, in a Bursa Malaysia filing, said its subsidiary, Kerjaya Prospek (M) Sdn Bhd, served a writ of summons and statement of claim to Yong Tai and its chief executive, Datuk Boo Kuang Loon.</p><p>The dispute surrounds the alleged failure of Apple 99 Development Sdn Bhd, a wholly-owned sub",Business,,https://assets.nst.com.my/images/articles/1210KSY_NSTfield_image_listing_featured_v2.var_1728713943.jpg,https://assets.nst.com.my/images/articles/1210KSY2_1728713936.jpg,77,NST,https://www.nst.com.my/business
Education leaders urged to embrace AI in preparing future generations,https://www.klsescreener.com/v2/news/view/1407005,2024-10-12 12:06:43,2024-10-14 00:47:52,2024-10-12 11:56:39,"Educational leaders and administrators are urged to harness the latest technological advancements, particularly artificial intelligence (AI), to avoid falling behind and to equip students for success in a rapidly evolving global landscape.","<div class=newsTextDataWrapInner><p>JITRA (Oct 12): Educational leaders and administrators are urged to harness the latest technological advancements, particularly artificial intelligence (AI), to avoid falling behind and to equip students for success in a rapidly evolving global landscape.</p></div>

<div class=newsTextDataWrapInner><p>Home Minister Datuk Seri Saifuddin Nasution Ismail emphasised the crucial role of principals, headmasters and teachers in ensuring their students are at least acquainted with the concept of AI.</p></div>

<div class=newsTextDataWrapInner><p>“If we do not ad",Edge,,https://assets.theedgemarkets.com/FW1426090_KD03_12102024_EKSEKUTIF_MADANI-lpr_20241012115520_bernama.jpg,https://assets.theedgemarkets.com/FW1426090_KD03_12102024_EKSEKUTIF_MADANI-lpr_20241012115520_bernama.jpg,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
Abang Johari: Acquisition of MASwings to be finalised soon,https://www.klsescreener.com/v2/news/view/1407001,2024-10-12 11:51:31,2024-10-14 00:30:31,2024-10-12 11:47:10,"The acquisition of MASwings Sdn Bhd by the Sarawak government is expected to be finalised soon, said Sarawak Premier Tan Sri Abang Johari Tun Openg.","<div class=newsTextDataWrapInner><p>KUCHING (Oct 12): The acquisition of MASwings Sdn Bhd by the Sarawak government is expected to be finalised soon, said Sarawak Premier Tan Sri Abang Johari Tun Openg.</p></div>

<div class=newsTextDataWrapInner><p>He said that the acquisition is currently in the advanced negotiation stage.</p></div>

<div class=newsTextDataWrapInner><p>""Sarawak needs control over its own air services, not only to facilitate passenger transportation but more importantly, as an investment for economic growth,"" he said in his speech during the Grand Parade in conjunction wi",Edge,,https://assets.theedgemarkets.com/abang johari shahrill basri 20230523_20230523151740_theedgemalaysia_4.jpg,https://assets.theedgemarkets.com/abang johari shahrill basri 20230523_20230523151740_theedgemalaysia_4.jpg,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
Ringgit seen trading cautiously vs US dollar next week ahead of Budget 2025,https://www.klsescreener.com/v2/news/view/1407003,2024-10-12 11:55:25,2024-10-12 11:55:25,2024-10-12 11:43:00,"KUALA LUMPUR: The ringgit is projected to trade sideways against the US dollar next week amid worries over China’s economy and rising geopolitical risks, ahead of Malaysia’s Budget 2025.","<div class=""inline-img""><div class=""story-image""></div></div><div id=""story-body"" class=""story bot-15 relative""><p>KUALA LUMPUR: The ringgit is projected to trade sideways against the US dollar next week amid worries over China’s economy and rising geopolitical risks, ahead of Malaysia’s Budget 2025.</p><p>Bank Muamalat Malaysia Bhd chief economist Dr Mohd Afzanizam Abdul Rashid said all eyes will be on the Budget 2025 presentation by Prime Minister Datuk Seri Anwar Ibrahim, scheduled for next Friday.</p><p>""Budget 2025 should provide some clear direction as the government is likely to remain ",,,https://apicms.thestar.com.my/uploads/images/2024/10/12/2960711.JPG,https://apicms.thestar.com.my/uploads/images/2024/10/12/2960711.JPG,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
"Federal Territories to explore smart collaboration with Huawei, BYD, says Zaliha",https://www.klsescreener.com/v2/news/view/1406999,2024-10-12 11:51:30,2024-10-14 00:19:23,2024-10-12 11:41:41,"Minister in the Prime Minister's Department (Federal Territories) Dr Zaliha Mustafa held discussions with two prominent global companies, Huawei Technologies Co Ltd and BYD, to explore smart collaboration aimed at fostering sustainable development within the Federal Territories.","<div class=newsTextDataWrapInner><p>KUALA LUMPUR (Oct 12): Minister in the Prime Minister's Department (Federal Territories) Dr Zaliha Mustafa held discussions with two prominent global companies, Huawei Technologies Co Ltd and BYD, to explore smart collaboration aimed at fostering sustainable development within the Federal Territories.</p></div>

<div class=newsTextDataWrapInner><p>Both companies not only lead in technological advancements in China but have also broadened their reach globally, including in Malaysia.</p></div>

<div class=newsTextDataWrapInner><p>Zaliha, who is on a six-da",新闻,,https://assets.theedgemarkets.com/Dr Zaliha Mustafa-Hangzhou_20241009004533336_bernama.jpg,https://assets.theedgemarkets.com/Dr Zaliha Mustafa-Hangzhou_20241009004533336_bernama.jpg,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
"The Week Ahead: Attention on Budget 2025, China data and major economies’ monetary policies",https://www.klsescreener.com/v2/news/view/1406991,2024-10-12 10:21:22,2024-10-13 23:47:02,2024-10-12 10:00:00,"The main focus in Malaysia this week will be on Budget 2025, which is scheduled to be tabled by the prime minister on Friday. Many economists expect the overall budget to remain expansionary, with supportive measures to address the elevated cost of living, improve the people’s quality of life, enhance rural development and transform the economy at a sustainable pace.","<div class=newsTextDataWrapInner><p><span style=""font-style: italics;"">This article first appeared in The Edge Malaysia Weekly on October 14, 2024 - October 20, 2024</span></p></div><div class=newsTextDataWrapInner><p>The main focus in <b>Malaysia</b> this week will be on <b>Budget 2025</b>, which is scheduled to be tabled by the prime minister on Friday. Many economists expect the overall budget to remain expansionary, with supportive measures to address the elevated cost of living, improve the people’s quality of life, enhance rural development and transform the economy at a sustainable pace",Edge,,https://assets.theedgemarkets.com/FS_WA_TExM1545_The-Week-Ahead_theedgemalaysia.jpg,https://assets.theedgemarkets.com/FS_WA_TExM1545_The-Week-Ahead_theedgemalaysia.jpg,54,TheEdge,http://www.theedgemarkets.com/options/edge
MALAYSIA AIRPORTS READY FOR TAKEOFF,https://www.klsescreener.com/v2/news/view/1406989,2024-10-12 10:00:35,2024-10-12 10:00:35,2024-10-12 09:50:00,The appointment of Datuk Mohd Izani Ghani as the new managing director of Malaysia Airports Holdings Berhad (MAHB) signals a new era of transformation.,"<div class=""inline-img""><div class=""story-image""></div></div><div id=""story-body"" class=""story bot-15 relative""><p>The appointment of Datuk Mohd Izani Ghani as the new managing director of <a href=""/business/marketwatch/stocks/?qcounter=AIRPORT"" target=""_blank"">Malaysia Airports Holdings Berhad</a><a href=""http://charts.thestar.com.my/?s=AIRPORT"" target=""_blank""><img class=""go-chart"" src=""https://cdn.thestar.com.my/Themes/img/chart.png""></a> (MAHB) signals a new era of transformation.</p><p>At a time when the aviation industry is navigating both unprecedented challenges and exciting opportunit",,,https://apicms.thestar.com.my/uploads/images/2024/10/12/2960284.jpg,https://apicms.thestar.com.my/uploads/images/2024/10/12/2960284.jpg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Transforming QSR Brands to drive value,https://www.klsescreener.com/v2/news/view/1406987,2024-10-12 09:22:24,2024-10-12 09:22:24,2024-10-12 09:00:00,"Malaysians have a huge appetite for chicken, leading the region in terms of per capita consumption.","<div class=""inline-img""><div class=""story-image""></div></div><div id=""story-body"" class=""story bot-15 relative""><p>MALAYSIANS have a huge appetite for chicken, leading the region in terms of per capita consumption.</p><p>According to data compiled by the United Nations’ Food and Agriculture Organisation (FAO) in 2020, Malaysians consume approximately 50.5 kg of chicken per person each year, ahead of Singaporeans, who have a per capita consumption rate of 36 kg, and Myanmar at 29.9 kg, both ranked second and third in Asean.</p><p>This escalating demand for chicken has spurred the growth of the ",,,https://apicms.thestar.com.my/uploads/images/2024/10/12/2960305.jpg,https://apicms.thestar.com.my/uploads/images/2024/10/12/2960305.jpg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Picking up the pieces from MBI’s collapse,https://www.klsescreener.com/v2/news/view/1406979,2024-10-12 08:49:05,2024-10-13 23:49:58,2024-10-12 08:44:12,"The acronym MBI if spelt backwards is IBM, the US-based computer main frame technology company with a global reach.

Tedy Teow Wooi Huat, the prime figure behind the disgraced MBI, wanted a global reach similar to IBM.","<div class=newsTextDataWrapInner><p>KUALA LUMPUR (Oct 12): The acronym MBI if spelt backwards is IBM, the US-based computer main frame technology company with a global reach.</p></div>

<div class=newsTextDataWrapInner><p>Tedy Teow Wooi Huat, the prime figure behind the disgraced MBI, wanted a global reach similar to IBM. &nbsp;</p></div>

<div class=newsTextDataWrapInner><p>In his talks to members, he would always drive home the point why the acronym MBI was chosen, which was to expand its reach beyond Malaysia.</p></div><div class=inPageAd id=div-gpt-ad-inpage></div>

<div class=newsTe",,,https://assets.theedgemarkets.com/TEM_Weekly_Highlights_1545.jpg,https://assets.theedgemarkets.com/TEM_Weekly_Highlights_1545.jpg,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
ByteDance to cut hundreds of jobs,https://www.klsescreener.com/v2/news/view/1406971,2024-10-12 08:12:05,2024-10-12 08:12:05,2024-10-12 08:04:26,"KUALA LUMPUR: ByteDance Ltd, the parent company of TikTok, has announced potential layoffs affecting several hundred employees worldwide including Malaysia.","<div itemprop=""articleBody"" class=""dable-content-wrapper""><p>KUALA LUMPUR: ByteDance Ltd, the parent company of TikTok, has announced potential layoffs affecting several hundred employees worldwide including Malaysia.</p><p>A TikTok spokesperson revealed the company plans to invest US$2 billion globally in trust and safety initiatives throughout 2024, focusing on improving the efficiency and impact of its content moderation efforts.</p><p>""We are making these changes as part of our ongoing efforts to further strengthen our global operating model for content moderation,"" the spokesperson told B",Corporate,,https://assets.nst.com.my/images/articles/byte11_NSTfield_image_listing_featured_v2.var_1728691462.jpg,https://assets.nst.com.my/images/articles/BYTEDANCE-MALAYSIA_LAYOFFS_1728691454.jpg,79,NST,https://www.nst.com.my/business/corporate
"Move to merge agencies will provide clarity, save costs - Economists",https://www.klsescreener.com/v2/news/view/1406965,2024-10-12 08:10:38,2024-10-12 08:10:38,2024-10-12 08:03:22,"KUALA LUMPUR: The Agriculture and Food Security Ministry’s (KPKM) decision to merge seven enforcement agencies will both provide clarity and save costs for players, benefitting the agriculture sector.","<div itemprop=""articleBody"" class=""dable-content-wrapper""><p>KUALA LUMPUR: The Agriculture and Food Security Ministry&#039;s (KPKM) decision to merge seven enforcement agencies will both provide clarity and save costs for players, benefitting the agriculture sector.</p><p>Economist Dr Geoffrey Williams said the merger will streamline regulations, reducing redundancy, contradictions, and replication. </p><p>He added that this clarity will help agro-industry players understand the regulatory landscape better and save costs through a centralised administrative system.</p><p>""By reducing managemen",Economy,,https://assets.nst.com.my/images/articles/agro09_NSTfield_image_listing_featured_v2.var_1728691398.jpg,https://assets.nst.com.my/images/articles/08ntgm_1728691390.jpg,81,NST,https://www.nst.com.my/business/economy
Robust financial health pertinent for sustainable power supply,https://www.klsescreener.com/v2/news/view/1406969,2024-10-12 08:11:40,2024-10-12 08:11:40,2024-10-12 08:02:22,KUALA LUMPUR: The role played by national power utility companies is more critical than ever in an era where energy demands continue to rise and the push for sustainable practices grows stronger.,"<div itemprop=""articleBody"" class=""dable-content-wrapper""><p>KUALA LUMPUR: The role played by national power utility companies is more critical than ever in an era where energy demands continue to rise and the push for sustainable practices grows stronger.</p><p>Hence, the financial health of these firms including Tenaga Nasional Bhd (TNB), is pertinent to ensure that electricity continues to be generated, distributed and maintained efficiently.</p><p>A financially sound power utility not only benefits its operational capacity but also contributes significantly to the economic stability of a n",Corporate,,https://assets.nst.com.my/images/articles/tibi11_NSTfield_image_listing_featured_v2.var_1728691337.jpg,https://assets.nst.com.my/images/articles/tnb_1728691329.jpg,79,NST,https://www.nst.com.my/business/corporate
Wall St Week Ahead: Health of US consumer in focus,https://www.klsescreener.com/v2/news/view/1406963,2024-10-12 07:22:26,2024-10-12 07:22:26,2024-10-12 06:40:00,"As earnings season kicks off, stocks are on a roll. — ReutersNEW YORK: The health of the US consumer moves into the spotlight next week, with investors watching corporate earnings reports and retail sales data for further confirmation of the economic ...","<div class=""inline-img""><div class=""story-image""><p class=""caption"">As earnings season kicks off, stocks are on a roll. — Reuters</p></div></div><div id=""story-body"" class=""story bot-15 relative""><div class=""premium-sign-overlay absolute""></div><p>NEW YORK: The health of the US consumer moves into the spotlight next week, with investors watching corporate earnings reports and retail sales data for further confirmation of the economic resilience that has boosted equity markets this month.</p><p>As earnings season kicks off, stocks are on a roll. The benchmark S&amp;P 500 is set to post its fift",,,https://apicms.thestar.com.my/uploads/images/2024/10/12/2960606.JPG,https://apicms.thestar.com.my/uploads/images/2024/10/12/2960606.JPG,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Oil settles down as Mideast risk drives weekly gains,https://www.klsescreener.com/v2/news/view/1406961,2024-10-12 07:22:25,2024-10-12 07:22:25,2024-10-12 06:34:00,Oil prices settled lower on Friday but rose for the second straight week as investors weighed factors such as possible supply disruptions in the Middle East and Hurricane Milton's impact on fuel demand in Florida.,"<div class=""inline-img""><div class=""story-image""><p class=""caption"">Brent crude oil futures settled down 36 cents, or 0.45%, at US$79.04 a barrel. EDT. US West Texas Intermediate crude futures settled down 29 cents, 0.38%, to US$75.56 per barrel.</p></div></div><div id=""story-body"" class=""story bot-15 relative""><div class=""premium-sign-overlay absolute""></div><p>HOUSTON: Oil prices settled lower on Friday but rose for the second straight week as investors weighed factors such as possible supply disruptions in the Middle East and Hurricane Milton's impact on fuel demand in Florida.</p><p>Brent ",,,https://apicms.thestar.com.my/uploads/images/2024/10/12/2960605.jpeg,https://apicms.thestar.com.my/uploads/images/2024/10/12/2960605.jpeg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
"S&P 500, Dow hit records on bank earnings",https://www.klsescreener.com/v2/news/view/1406959,2024-10-12 07:22:24,2024-10-12 07:22:24,2024-10-12 06:29:00,"The S&amp;P 500 and the Dow scored record closing highs on Friday, with the big boosts from financial stocks after banks reported strong quarterly results while the latest inflation data fueled expectations for a US Federal Reserve rate cut in November.","<div class=""inline-img""><div class=""story-image""><p class=""caption"">The Dow rose 409.74 points, or 0.97%, to 42,863.86, the S&amp;P 500 gained 34.98 points, or 0.61%, to 5,815.03 and the Nasdaq gained 60.89 points, or 0.33%, to 18,342.94.</p></div></div><div id=""story-body"" class=""story bot-15 relative""><div class=""premium-sign-overlay absolute""></div><p>NEW YORK: The S&amp;P 500 and the Dow scored record closing highs on Friday, with the big boosts from financial stocks after banks reported strong quarterly results while the latest inflation data fueled expectations for a US Federal Reserve r",,,https://apicms.thestar.com.my/uploads/images/2024/10/12/2960604.JPG,https://apicms.thestar.com.my/uploads/images/2024/10/12/2960604.JPG,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
